Device Database
IeeeAddress,NwkAddress,Status,MfgId,EP_Count,ParentIeeeAddress,CapInfo
        00:12:4B:00:1C:A1:AD:29 , 0x7A97 , 0x01, 0x0000 , 1, 00:12:4B:00:1C:A6:22:53, 0x00
